omics_node,cell_node,gene_node,weight
0,120,2,
0,120,4,
0,120,5,
0,120,8,
0,120,11,
0,120,12,
0,120,13,
0,120,14,
0,120,18,
0,120,19,
0,120,22,
0,120,24,
0,120,26,14.18100147
0,120,29,
0,120,30,14.87703369
0,120,31,
0,120,36,
0,120,37,
0,120,39,
0,120,42,
0,120,43,
0,120,47,
0,120,48,
0,120,49,16.37156143
0,120,50,17.28894298
0,120,52,4.01530144
0,120,53,
0,120,54,
0,120,55,
0,120,59,
0,121,2,
0,121,4,
0,121,5,
0,121,8,
0,121,11,
0,121,12,
0,121,13,
0,121,14,
0,121,18,
0,121,19,
0,121,21,15.75095637
0,121,22,
0,121,24,
0,121,29,
0,121,30,16.8751899
0,121,31,
0,121,33,17.15145564
0,121,35,4.36092358
0,121,36,
0,121,37,
0,121,39,
0,121,42,
0,121,43,
0,121,47,
0,121,48,
0,121,49,19.75353413
0,121,50,19.84989758
0,121,52,4.94266806
0,121,53,
0,121,54,
0,121,55,
0,121,59,
0,122,2,
0,122,4,
0,122,5,
0,122,8,
0,122,11,
0,122,12,
0,122,13,
0,122,14,
0,122,18,
0,122,19,
0,122,21,18.60150263
0,122,22,
0,122,24,
0,122,29,
0,122,30,14.83792911
0,122,31,
0,122,33,17.92379111
0,122,36,
0,122,37,
0,122,39,
0,122,42,
0,122,43,
0,122,47,
0,122,48,
0,122,49,20.1982807
0,122,50,19.78194286
0,122,53,
0,122,54,
0,122,55,
0,122,59,
0,123,2,
0,123,4,
0,123,5,
0,123,8,
0,123,11,
0,123,12,
0,123,13,
0,123,14,
0,123,18,
0,123,19,
0,123,21,17.7136096
0,123,22,
0,123,24,
0,123,29,
0,123,30,19.54539763
0,123,31,
0,123,33,19.27054334
0,123,35,2.75252383
0,123,36,
0,123,37,
0,123,39,
0,123,42,
0,123,43,
0,123,45,9.0196165
0,123,47,
0,123,48,
0,123,49,19.58819873
0,123,50,20.85398224
0,123,52,4.41925906
0,123,53,
0,123,54,
0,123,55,
0,123,56,8.7963027
0,123,59,
0,124,2,
0,124,4,
0,124,5,
0,124,8,
0,124,11,
0,124,12,
0,124,13,
0,124,14,
0,124,18,
0,124,19,
0,124,21,15.83187028
0,124,22,
0,124,24,
0,124,26,14.44620017
0,124,28,8.94220023
0,124,29,
0,124,30,17.18286015
0,124,31,
0,124,33,15.71398856
0,124,36,
0,124,37,
0,124,39,
0,124,42,
0,124,43,
0,124,46,9.79830311
0,124,47,
0,124,48,
0,124,49,19.5156615
0,124,50,20.1119429
0,124,52,7.03596407
0,124,53,
0,124,54,
0,124,55,
0,124,59,
0,125,2,
0,125,4,
0,125,5,
0,125,8,
0,125,11,
0,125,12,
0,125,13,
0,125,14,
0,125,18,
0,125,19,
0,125,21,14.09098111
0,125,22,
0,125,24,
0,125,26,15.23855963
0,125,29,
0,125,30,14.88974287
0,125,31,
0,125,33,17.20352726
0,125,35,5.5041966
0,125,36,
0,125,37,
0,125,39,
0,125,41,7.12019064
0,125,42,
0,125,43,
0,125,47,
0,125,48,
0,125,49,19.85725396
0,125,50,19.29890862
0,125,52,4.11739143
0,125,53,
0,125,54,
0,125,55,
0,125,59,
0,126,2,
0,126,4,
0,126,5,
0,126,8,
0,126,11,
0,126,12,
0,126,13,
0,126,14,
0,126,18,
0,126,19,
0,126,21,11.72006426
0,126,22,
0,126,24,
0,126,26,14.33076418
0,126,29,
0,126,30,16.97160371
0,126,31,
0,126,36,
0,126,37,
0,126,39,
0,126,42,
0,126,43,
0,126,46,4.38318031
0,126,47,
0,126,48,
0,126,49,20.01358586
0,126,50,19.67567839
0,126,53,
0,126,54,
0,126,55,
0,126,59,
0,127,2,
0,127,4,
0,127,5,
0,127,8,
0,127,11,
0,127,12,
0,127,13,
0,127,14,
0,127,18,
0,127,19,
0,127,21,16.72854941
0,127,22,
0,127,24,
0,127,26,11.33977066
0,127,29,
0,127,30,15.67602097
0,127,31,
0,127,33,17.67220225
0,127,36,
0,127,37,
0,127,39,
0,127,42,
0,127,43,
0,127,45,4.1134557
0,127,47,
0,127,48,
0,127,49,18.86273159
0,127,50,18.2638998
0,127,53,
0,127,54,
0,127,55,
0,127,59,
0,128,2,
0,128,4,
0,128,5,
0,128,6,6.48979427
0,128,8,
0,128,11,
0,128,12,
0,128,13,
0,128,14,
0,128,18,
0,128,19,
0,128,22,
0,128,24,
0,128,29,
0,128,30,19.52667739
0,128,31,
0,128,33,14.30164218
0,128,35,4.81941045
0,128,36,
0,128,37,
0,128,39,
0,128,42,
0,128,43,
0,128,46,9.39722492
0,128,47,
0,128,48,
0,128,49,20.01723711
0,128,50,20.24900839
0,128,53,
0,128,54,
0,128,55,
0,128,59,
0,129,2,
0,129,4,
0,129,5,
0,129,8,
0,129,11,
0,129,12,
0,129,13,
0,129,14,
0,129,18,
0,129,19,
0,129,21,17.79135671
0,129,22,
0,129,24,
0,129,29,
0,129,30,16.80950904
0,129,31,
0,129,33,15.15405951
0,129,35,2.52986818
0,129,36,
0,129,37,
0,129,39,
0,129,42,
0,129,43,
0,129,47,
0,129,48,
0,129,49,19.69149656
0,129,50,18.86060868
0,129,53,
0,129,54,
0,129,55,
0,129,59,
0,130,2,
0,130,4,
0,130,5,
0,130,8,
0,130,11,
0,130,12,
0,130,13,
0,130,14,
0,130,18,
0,130,19,
0,130,21,16.92206519
0,130,22,
0,130,24,
0,130,29,
0,130,30,14.93222465
0,130,31,
0,130,33,16.81987155
0,130,36,
0,130,37,
0,130,39,
0,130,42,
0,130,43,
0,130,47,
0,130,48,
0,130,49,18.70436371
0,130,50,19.70280949
0,130,52,4.52936967
0,130,53,
0,130,54,
0,130,55,
0,130,59,
0,131,2,
0,131,4,
0,131,5,
0,131,8,
0,131,11,
0,131,12,
0,131,13,
0,131,14,
0,131,18,
0,131,19,
0,131,21,17.15504612
0,131,22,
0,131,24,
0,131,28,9.22059869
0,131,29,
0,131,30,19.1351072
0,131,31,
0,131,33,19.61522607
0,131,35,14.72125
0,131,36,
0,131,37,
0,131,39,
0,131,42,
0,131,43,
0,131,47,
0,131,48,
0,131,49,20.61457549
0,131,50,18.52926894
0,131,52,7.48482382
0,131,53,
0,131,54,
0,131,55,
0,131,59,
0,132,2,
0,132,4,
0,132,5,
0,132,8,
0,132,11,
0,132,12,
0,132,13,
0,132,14,
0,132,18,
0,132,19,
0,132,21,16.16814084
0,132,22,
0,132,24,
0,132,29,
0,132,30,17.67190741
0,132,31,
0,132,33,17.07158402
0,132,35,4.22226691
0,132,36,
0,132,37,
0,132,39,
0,132,42,
0,132,43,
0,132,46,3.90571926
0,132,47,
0,132,48,
0,132,49,19.45098435
0,132,50,20.08687087
0,132,52,4.11586187
0,132,53,
0,132,54,
0,132,55,
0,132,59,
0,133,2,
0,133,4,
0,133,5,
0,133,8,
0,133,11,
0,133,12,
0,133,13,
0,133,14,
0,133,18,
0,133,19,
0,133,21,18.33662671
0,133,22,
0,133,24,
0,133,29,
0,133,30,16.57070699
0,133,31,
0,133,33,15.75773771
0,133,35,2.68555865
0,133,36,
0,133,37,
0,133,39,
0,133,42,
0,133,43,
0,133,47,
0,133,48,
0,133,49,19.90632427
0,133,50,19.36103385
0,133,52,7.58923902
0,133,53,
0,133,54,
0,133,55,
0,133,59,
0,134,2,
0,134,4,
0,134,5,
0,134,8,
0,134,11,
0,134,12,
0,134,13,
0,134,14,
0,134,18,
0,134,19,
0,134,21,15.56807992
0,134,22,
0,134,24,
0,134,29,
0,134,30,17.03818995
0,134,31,
0,134,33,17.60672482
0,134,36,
0,134,37,
0,134,39,
0,134,42,
0,134,43,
0,134,47,
0,134,48,
0,134,49,19.40836666
0,134,50,19.0347673
0,134,52,4.76399604
0,134,53,
0,134,54,
0,134,55,
0,134,59,
0,135,2,
0,135,4,
0,135,5,
0,135,8,
0,135,11,
0,135,12,
0,135,13,
0,135,14,
0,135,18,
0,135,19,
0,135,21,15.87177211
0,135,22,
0,135,24,
0,135,29,
0,135,31,
0,135,33,19.89423818
0,135,35,5.96882111
0,135,36,
0,135,37,
0,135,39,
0,135,42,
0,135,43,
0,135,45,8.75962419
0,135,46,4.69372463
0,135,47,
0,135,48,
0,135,49,19.64472175
0,135,50,19.35305151
0,135,52,5.81372679
0,135,53,
0,135,54,
0,135,55,
0,135,59,
0,136,2,
0,136,4,
0,136,5,
0,136,8,
0,136,11,
0,136,12,
0,136,13,
0,136,14,
0,136,16,15.33258825
0,136,18,
0,136,19,
0,136,21,18.19726068
0,136,22,
0,136,24,
0,136,28,6.47625955
0,136,29,
0,136,30,18.72408328
0,136,31,
0,136,33,17.39771939
0,136,35,7.45964831
0,136,36,
0,136,37,
0,136,39,
0,136,41,7.27496866
0,136,42,
0,136,43,
0,136,45,7.54938274
0,136,46,4.85375658
0,136,47,
0,136,48,
0,136,49,20.03625588
0,136,50,18.97200121
0,136,52,5.00601019
0,136,53,
0,136,54,
0,136,55,
0,136,59,
0,137,2,
0,137,4,
0,137,5,
0,137,8,
0,137,11,
0,137,12,
0,137,13,
0,137,14,
0,137,18,
0,137,19,
0,137,21,18.17823558
0,137,22,
0,137,24,
0,137,29,
0,137,30,16.51656909
0,137,31,
0,137,33,20.46471964
0,137,35,8.41842076
0,137,36,
0,137,37,
0,137,39,
0,137,42,
0,137,43,
0,137,46,8.11185247
0,137,47,
0,137,48,
0,137,49,21.27286551
0,137,50,17.71137718
0,137,53,
0,137,54,
0,137,55,
0,137,59,
0,138,2,
0,138,4,
0,138,5,
0,138,8,
0,138,11,
0,138,12,
0,138,13,
0,138,14,
0,138,18,
0,138,19,
0,138,21,15.46083429
0,138,22,
0,138,24,
0,138,26,14.11214779
0,138,29,
0,138,31,
0,138,33,17.89304719
0,138,35,4.82660671
0,138,36,
0,138,37,
0,138,39,
0,138,42,
0,138,43,
0,138,47,
0,138,48,
0,138,49,19.19339461
0,138,50,18.37078024
0,138,52,4.7678911
0,138,53,
0,138,54,
0,138,55,
0,138,59,
0,139,2,
0,139,4,
0,139,5,
0,139,8,
0,139,11,
0,139,12,
0,139,13,
0,139,14,
0,139,18,
0,139,19,
0,139,21,15.03722921
0,139,22,
0,139,24,
0,139,26,14.59334617
0,139,29,
0,139,30,19.09796124
0,139,31,
0,139,33,16.18859412
0,139,35,2.92128385
0,139,36,
0,139,37,
0,139,39,
0,139,42,
0,139,43,
0,139,46,5.16550399
0,139,47,
0,139,48,
0,139,49,19.37298953
0,139,50,20.52112786
0,139,52,5.85875191
0,139,53,
0,139,54,
0,139,55,
0,139,59,
0,140,2,
0,140,4,
0,140,5,
0,140,8,
0,140,11,
0,140,12,
0,140,13,
0,140,14,
0,140,18,
0,140,19,
0,140,22,
0,140,24,
0,140,26,13.26666066
0,140,29,
0,140,30,16.55167675
0,140,31,
0,140,33,16.7442629
0,140,36,
0,140,37,
0,140,39,
0,140,42,
0,140,43,
0,140,47,
0,140,48,
0,140,49,19.32385477
0,140,50,18.34453185
0,140,52,4.51910094
0,140,53,
0,140,54,
0,140,55,
0,140,59,
0,141,2,
0,141,4,
0,141,5,
0,141,8,
0,141,11,
0,141,12,
0,141,13,
0,141,14,
0,141,18,
0,141,19,
0,141,21,17.14197464
0,141,22,
0,141,24,
0,141,26,14.62922978
0,141,28,7.99110043
0,141,29,
0,141,30,17.79086432
0,141,31,
0,141,33,17.87265148
0,141,35,2.41531387
0,141,36,
0,141,37,
0,141,39,
0,141,42,
0,141,43,
0,141,47,
0,141,48,
0,141,49,19.5238918
0,141,50,19.18218316
0,141,52,7.03058993
0,141,53,
0,141,54,
0,141,55,
0,141,59,
0,142,2,
0,142,4,
0,142,5,
0,142,8,
0,142,11,
0,142,12,
0,142,13,
0,142,14,
0,142,18,
0,142,19,
0,142,21,18.20653541
0,142,22,
0,142,24,
0,142,29,
0,142,30,14.75471679
0,142,31,
0,142,33,18.40485378
0,142,36,
0,142,37,
0,142,39,
0,142,42,
0,142,43,
0,142,46,4.37586333
0,142,47,
0,142,48,
0,142,49,19.33055665
0,142,50,19.88757074
0,142,52,5.15695482
0,142,53,
0,142,54,
0,142,55,
0,142,59,
0,143,2,
0,143,4,
0,143,5,
0,143,8,
0,143,11,
0,143,12,
0,143,13,
0,143,14,
0,143,16,15.29136147
0,143,18,
0,143,19,
0,143,21,17.47220931
0,143,22,
0,143,24,
0,143,26,14.49941398
0,143,28,6.04848529
0,143,29,
0,143,30,16.56900557
0,143,31,
0,143,33,18.70224224
0,143,35,3.2882266
0,143,36,
0,143,37,
0,143,39,
0,143,41,7.29461403
0,143,42,
0,143,43,
0,143,46,6.13722296
0,143,47,
0,143,48,
0,143,49,20.00868879
0,143,50,18.66834392
0,143,52,2.21076418
0,143,53,
0,143,54,
0,143,55,
0,143,59,
0,144,2,
0,144,4,
0,144,5,
0,144,8,
0,144,11,
0,144,12,
0,144,13,
0,144,14,
0,144,18,
0,144,19,
0,144,21,17.73673891
0,144,22,
0,144,24,
0,144,26,14.20448601
0,144,29,
0,144,30,18.64328088
0,144,31,
0,144,33,18.81999279
0,144,36,
0,144,37,
0,144,39,
0,144,42,
0,144,43,
0,144,46,3.98655049
0,144,47,
0,144,48,
0,144,49,20.11514618
0,144,50,19.28583947
0,144,52,5.68744844
0,144,53,
0,144,54,
0,144,55,
0,144,56,8.14395711
0,144,59,
0,145,2,
0,145,4,
0,145,5,
0,145,8,
0,145,11,
0,145,12,
0,145,13,
0,145,14,
0,145,18,
0,145,19,
0,145,21,18.14051956
0,145,22,
0,145,24,
0,145,26,13.95325755
0,145,28,7.58996449
0,145,29,
0,145,30,14.89525605
0,145,31,
0,145,33,19.24619897
0,145,35,6.88324031
0,145,36,
0,145,37,
0,145,39,
0,145,42,
0,145,43,
0,145,47,
0,145,48,
0,145,49,17.944717
0,145,50,19.3588387
0,145,52,3.9100422
0,145,53,
0,145,54,
0,145,55,
0,145,59,
0,146,2,
0,146,4,
0,146,5,
0,146,8,
0,146,11,
0,146,12,
0,146,13,
0,146,14,
0,146,18,
0,146,19,
0,146,21,18.33352392
0,146,22,
0,146,24,
0,146,25,6.41897445
0,146,26,14.2548006
0,146,29,
0,146,30,19.21632975
0,146,31,
0,146,33,18.68897868
0,146,35,6.41038907
0,146,36,
0,146,37,
0,146,39,
0,146,42,
0,146,43,
0,146,45,3.2757379
0,146,46,8.00254124
0,146,47,
0,146,48,
0,146,49,20.78366754
0,146,50,20.039591
0,146,52,6.81579518
0,146,53,
0,146,54,
0,146,55,
0,146,59,
0,147,2,
0,147,4,
0,147,5,
0,147,8,
0,147,11,
0,147,12,
0,147,13,
0,147,14,
0,147,18,
0,147,19,
0,147,21,16.42363859
0,147,22,
0,147,24,
0,147,26,14.41987535
0,147,29,
0,147,30,15.19329665
0,147,31,
0,147,33,18.81890784
0,147,36,
0,147,37,
0,147,39,
0,147,42,
0,147,43,
0,147,47,
0,147,48,
0,147,49,19.31438184
0,147,50,18.19055708
0,147,52,5.67105736
0,147,53,
0,147,54,
0,147,55,
0,147,59,
0,148,2,
0,148,4,
0,148,5,
0,148,8,
0,148,11,
0,148,12,
0,148,13,
0,148,14,
0,148,18,
0,148,19,
0,148,21,17.02453858
0,148,22,
0,148,24,
0,148,26,11.58532729
0,148,29,
0,148,30,18.14038786
0,148,31,
0,148,33,16.89088712
0,148,36,
0,148,37,
0,148,39,
0,148,42,
0,148,43,
0,148,46,10.78492653
0,148,47,
0,148,48,
0,148,49,19.92224263
0,148,50,19.11578482
0,148,52,8.04273131
0,148,53,
0,148,54,
0,148,55,
0,148,59,
0,149,2,
0,149,4,
0,149,5,
0,149,8,
0,149,11,
0,149,12,
0,149,13,
0,149,14,
0,149,18,
0,149,19,
0,149,21,17.47693261
0,149,22,
0,149,24,
0,149,26,6.37074635
0,149,29,
0,149,30,14.94177325
0,149,31,
0,149,33,15.9195108
0,149,35,4.98780029
0,149,36,
0,149,37,
0,149,39,
0,149,42,
0,149,43,
0,149,46,11.78050218
0,149,47,
0,149,48,
0,149,49,19.709147
0,149,50,19.79963266
0,149,52,7.24753707
0,149,53,
0,149,54,
0,149,55,
0,149,59,
0,150,2,
0,150,4,
0,150,5,
0,150,8,
0,150,11,
0,150,12,
0,150,13,
0,150,14,
0,150,18,
0,150,19,
0,150,21,17.56614319
0,150,22,
0,150,24,
0,150,29,
0,150,30,17.38853501
0,150,31,
0,150,33,17.47999842
0,150,36,
0,150,37,
0,150,39,
0,150,42,
0,150,43,
0,150,47,
0,150,48,
0,150,49,18.05769359
0,150,50,18.75077841
0,150,52,6.02238929
0,150,53,
0,150,54,
0,150,55,
0,150,59,
0,151,2,
0,151,4,
0,151,5,
0,151,8,
0,151,11,
0,151,12,
0,151,13,
0,151,14,
0,151,18,
0,151,19,
0,151,21,16.41802333
0,151,22,
0,151,24,
0,151,29,
0,151,30,14.75943531
0,151,31,
0,151,36,
0,151,37,
0,151,39,
0,151,42,
0,151,43,
0,151,47,
0,151,48,
0,151,49,17.67471216
0,151,50,18.07781207
0,151,52,5.4306876
0,151,53,
0,151,54,
0,151,55,
0,151,59,
0,152,2,
0,152,4,
0,152,5,
0,152,8,
0,152,11,
0,152,12,
0,152,13,
0,152,14,
0,152,18,
0,152,19,
0,152,21,15.74423297
0,152,22,
0,152,24,
0,152,29,
0,152,30,17.13845607
0,152,31,
0,152,35,3.63948018
0,152,36,
0,152,37,
0,152,39,
0,152,42,
0,152,43,
0,152,46,7.42213267
0,152,47,
0,152,48,
0,152,49,19.267402
0,152,50,17.16166221
0,152,51,6.14676033
0,152,53,
0,152,54,
0,152,55,
0,152,59,
0,153,2,
0,153,4,
0,153,5,
0,153,8,
0,153,11,
0,153,12,
0,153,13,
0,153,14,
0,153,18,
0,153,19,
0,153,21,16.87651952
0,153,22,
0,153,24,
0,153,29,
0,153,31,
0,153,33,17.11715217
0,153,36,
0,153,37,
0,153,39,
0,153,42,
0,153,43,
0,153,45,6.85596064
0,153,47,
0,153,48,
0,153,49,20.13080148
0,153,50,18.60579659
0,153,52,2.76482314
0,153,53,
0,153,54,
0,153,55,
0,153,59,
0,154,2,
0,154,4,
0,154,5,
0,154,8,
0,154,11,
0,154,12,
0,154,13,
0,154,14,
0,154,18,
0,154,19,
0,154,21,15.96765769
0,154,22,
0,154,24,
0,154,28,10.74570151
0,154,29,
0,154,30,16.05169911
0,154,31,
0,154,33,19.27383326
0,154,34,6.89248711
0,154,35,6.10887974
0,154,36,
0,154,37,
0,154,39,
0,154,40,9.78341616
0,154,42,
0,154,43,
0,154,45,5.15844623
0,154,46,11.91447409
0,154,47,
0,154,48,
0,154,49,20.48557636
0,154,50,18.61231451
0,154,52,4.61955975
0,154,53,
0,154,54,
0,154,55,
0,154,59,
0,155,2,
0,155,4,
0,155,5,
0,155,8,
0,155,11,
0,155,12,
0,155,13,
0,155,14,
0,155,18,
0,155,19,
0,155,22,
0,155,23,14.27296129
0,155,24,
0,155,25,13.56223696
0,155,29,
0,155,31,
0,155,33,23.89093845
0,155,36,
0,155,37,
0,155,39,
0,155,42,
0,155,43,
0,155,45,9.8849158
0,155,47,
0,155,48,
0,155,49,13.09748228
0,155,50,18.84277758
0,155,53,
0,155,54,
0,155,55,
0,155,59,
0,156,2,
0,156,4,
0,156,5,
0,156,8,
0,156,11,
0,156,12,
0,156,13,
0,156,14,
0,156,18,
0,156,19,
0,156,22,
0,156,23,12.65741119
0,156,24,
0,156,25,16.98819897
0,156,29,
0,156,31,
0,156,33,22.45530337
0,156,35,7.84973772
0,156,36,
0,156,37,
0,156,39,
0,156,42,
0,156,43,
0,156,45,5.02669731
0,156,47,
0,156,48,
0,156,49,17.6854499
0,156,50,15.52623698
0,156,52,8.53776038
0,156,53,
0,156,54,
0,156,55,
0,156,59,
0,157,2,
0,157,4,
0,157,5,
0,157,7,17.65722043
0,157,8,
0,157,11,
0,157,12,
0,157,13,
0,157,14,
0,157,16,15.66420356
0,157,18,
0,157,19,
0,157,22,
0,157,23,15.72491578
0,157,24,
0,157,25,15.93756912
0,157,28,10.63196888
0,157,29,
0,157,31,
0,157,33,23.17366107
0,157,35,11.45149369
0,157,36,
0,157,37,
0,157,39,
0,157,42,
0,157,43,
0,157,46,3.38853723
0,157,47,
0,157,48,
0,157,49,16.61255221
0,157,50,18.74934062
0,157,52,4.73381597
0,157,53,
0,157,54,
0,157,55,
0,157,59,
0,158,2,
0,158,4,
0,158,5,
0,158,8,
0,158,11,
0,158,12,
0,158,13,
0,158,14,
0,158,16,17.4006131
0,158,18,
0,158,19,
0,158,21,17.33222601
0,158,22,
0,158,24,
0,158,25,12.78650384
0,158,29,
0,158,31,
0,158,33,22.56844104
0,158,34,3.93853799
0,158,35,7.65263247
0,158,36,
0,158,37,
0,158,39,
0,158,42,
0,158,43,
0,158,46,10.74827932
0,158,47,
0,158,48,
0,158,49,19.38383927
0,158,50,17.64532446
0,158,52,2.86663487
0,158,53,
0,158,54,
0,158,55,
0,158,59,
0,159,2,
0,159,4,
0,159,5,
0,159,8,
0,159,11,
0,159,12,
0,159,13,
0,159,14,
0,159,16,14.60021029
0,159,18,
0,159,19,
0,159,21,15.63001147
0,159,22,
0,159,23,14.54040628
0,159,24,
0,159,25,9.98273802
0,159,29,
0,159,31,
0,159,33,17.55527588
0,159,35,6.13617945
0,159,36,
0,159,37,
0,159,39,
0,159,42,
0,159,43,
0,159,45,4.72087028
0,159,46,4.33628484
0,159,47,
0,159,48,
0,159,49,18.64431825
0,159,50,17.32963912
0,159,52,9.06470897
0,159,53,
0,159,54,
0,159,55,
0,159,59,
0,160,2,
0,160,4,
0,160,5,
0,160,8,
0,160,11,
0,160,12,
0,160,13,
0,160,14,
0,160,16,15.7733515
0,160,18,
0,160,19,
0,160,21,15.47640849
0,160,22,
0,160,23,16.32953716
0,160,24,
0,160,25,14.19420136
0,160,26,14.97126063
0,160,29,
0,160,31,
0,160,33,22.33506502
0,160,35,3.9097064
0,160,36,
0,160,37,
0,160,39,
0,160,42,
0,160,43,
0,160,47,
0,160,48,
0,160,49,19.89957597
0,160,50,18.28719546
0,160,52,2.48919745
0,160,53,
0,160,54,
0,160,55,
0,160,59,
0,161,2,
0,161,4,
0,161,5,
0,161,8,
0,161,11,
0,161,12,
0,161,13,
0,161,14,
0,161,16,17.4952766
0,161,18,
0,161,19,
0,161,21,17.52376617
0,161,22,
0,161,23,19.93043469
0,161,24,
0,161,25,15.9741718
0,161,26,16.0195505
0,161,29,
0,161,31,
0,161,33,25.4359833
0,161,34,3.91806887
0,161,35,7.24027732
0,161,36,
0,161,37,
0,161,39,
0,161,42,
0,161,43,
0,161,47,
0,161,48,
0,161,49,19.9779742
0,161,50,20.20584332
0,161,52,4.76974846
0,161,53,
0,161,54,
0,161,55,
0,161,59,
0,162,2,
0,162,4,
0,162,5,
0,162,8,
0,162,11,
0,162,12,
0,162,13,
0,162,14,
0,162,16,16.87398053
0,162,18,
0,162,19,
0,162,21,10.80373543
0,162,22,
0,162,23,18.5297185
0,162,24,
0,162,25,13.62036384
0,162,26,15.29436372
0,162,28,7.57919869
0,162,29,
0,162,31,
0,162,33,24.97427671
0,162,35,3.57072346
0,162,36,
0,162,37,
0,162,39,
0,162,42,
0,162,43,
0,162,47,
0,162,48,
0,162,49,18.37768665
0,162,50,21.49452612
0,162,52,3.98865198
0,162,53,
0,162,54,
0,162,55,
0,162,59,
0,163,2,
0,163,4,
0,163,5,
0,163,8,
0,163,11,
0,163,12,
0,163,13,
0,163,14,
0,163,16,17.53297769
0,163,18,
0,163,19,
0,163,21,16.67972212
0,163,22,
0,163,23,22.74541797
0,163,24,
0,163,25,14.61600424
0,163,26,15.56769748
0,163,28,6.65037595
0,163,29,
0,163,31,
0,163,33,23.64591163
0,163,35,13.38167756
0,163,36,
0,163,37,
0,163,39,
0,163,42,
0,163,43,
0,163,47,
0,163,48,
0,163,49,20.96081089
0,163,50,19.13995338
0,163,52,3.30562485
0,163,53,
0,163,54,
0,163,55,
0,163,59,
0,164,2,
0,164,4,
0,164,5,
0,164,8,
0,164,11,
0,164,12,
0,164,13,
0,164,14,
0,164,16,18.12673125
0,164,18,
0,164,19,
0,164,21,13.62695924
0,164,22,
0,164,23,19.38331741
0,164,24,
0,164,25,14.60078464
0,164,26,14.46543179
0,164,28,6.4979614
0,164,29,
0,164,31,
0,164,33,24.52633635
0,164,35,7.00620963
0,164,36,
0,164,37,
0,164,39,
0,164,42,
0,164,43,
0,164,47,
0,164,48,
0,164,49,19.42346121
0,164,50,19.91254974
0,164,52,5.45177119
0,164,53,
0,164,54,
0,164,55,
0,164,56,11.39773258
0,164,59,
0,165,2,
0,165,4,
0,165,5,
0,165,7,18.36078586
0,165,8,
0,165,11,
0,165,12,
0,165,13,
0,165,14,
0,165,16,17.5257074
0,165,18,
0,165,19,
0,165,21,17.70427144
0,165,22,
0,165,23,20.50117439
0,165,24,
0,165,25,16.09964113
0,165,28,8.29973098
0,165,29,
0,165,31,
0,165,33,23.94929578
0,165,34,2.73726791
0,165,35,4.9598975
0,165,36,
0,165,37,
0,165,39,
0,165,42,
0,165,43,
0,165,45,5.40248169
0,165,47,
0,165,48,
0,165,49,19.44044101
0,165,50,19.21246104
0,165,52,5.64251426
0,165,53,
0,165,54,
0,165,55,
0,165,59,
0,166,2,
0,166,4,
0,166,5,
0,166,8,
0,166,11,
0,166,12,
0,166,13,
0,166,14,
0,166,16,17.92400373
0,166,18,
0,166,19,
0,166,21,17.63318735
0,166,22,
0,166,23,22.50953447
0,166,24,
0,166,25,17.03417933
0,166,26,16.9196786
0,166,28,9.34295877
0,166,29,
0,166,30,19.31239747
0,166,31,
0,166,33,24.78628451
0,166,34,2.36650806
0,166,35,6.74097721
0,166,36,
0,166,37,
0,166,39,
0,166,42,
0,166,43,
0,166,46,2.25746886
0,166,47,
0,166,48,
0,166,49,16.14650163
0,166,50,20.95641821
0,166,52,6.22409029
0,166,53,
0,166,54,
0,166,55,
0,166,59,
0,167,2,
0,167,4,
0,167,5,
0,167,6,15.95364718
0,167,8,
0,167,11,
0,167,12,
0,167,13,
0,167,14,
0,167,16,15.7643075
0,167,18,
0,167,19,
0,167,22,
0,167,23,13.77023521
0,167,24,
0,167,25,13.86167862
0,167,26,16.76633596
0,167,29,
0,167,30,15.02481307
0,167,31,
0,167,33,21.54185624
0,167,35,6.96025493
0,167,36,
0,167,37,
0,167,39,
0,167,42,
0,167,43,
0,167,45,4.83520169
0,167,46,3.93434598
0,167,47,
0,167,48,
0,167,49,18.49842809
0,167,50,17.49280805
0,167,52,3.68689861
0,167,53,
0,167,54,
0,167,55,
0,167,59,
0,168,2,
0,168,4,
0,168,5,
0,168,8,
0,168,11,
0,168,12,
0,168,13,
0,168,14,
0,168,18,
0,168,19,
0,168,21,16.11536724
0,168,22,
0,168,24,
0,168,25,11.43282013
0,168,26,17.09321259
0,168,29,
0,168,31,
0,168,33,24.10103684
0,168,34,3.93560725
0,168,35,13.65614145
0,168,36,
0,168,37,
0,168,39,
0,168,41,12.39172779
0,168,42,
0,168,43,
0,168,45,11.59634798
0,168,47,
0,168,48,
0,168,49,16.7474775
0,168,50,21.64147147
0,168,52,5.23967349
0,168,53,
0,168,54,
0,168,55,
0,168,59,
0,169,2,
0,169,4,
0,169,5,
0,169,8,
0,169,11,
0,169,12,
0,169,13,
0,169,14,
0,169,18,
0,169,19,
0,169,21,13.38538791
0,169,22,
0,169,24,
0,169,25,14.15764088
0,169,26,13.85413977
0,169,29,
0,169,31,
0,169,33,23.28307948
0,169,35,8.41319433
0,169,36,
0,169,37,
0,169,39,
0,169,41,10.22726737
0,169,42,
0,169,43,
0,169,45,8.11654448
0,169,47,
0,169,48,
0,169,49,19.36240598
0,169,50,16.58836925
0,169,52,4.30870497
0,169,53,
0,169,54,
0,169,55,
0,169,59,
0,170,2,
0,170,4,
0,170,5,
0,170,8,
0,170,11,
