Omics,Gene,Cell,Weight
0,35,81,0.0
1,36,81,1.0
1,37,81,0.0
1,38,81,0.0
1,39,81,0.0
1,40,81,1.0
1,41,81,1.0
1,42,81,1.0
1,43,81,0.0
1,44,81,0.0
1,45,81,1.0
1,46,81,1.0
1,47,81,1.0
1,48,81,0.0
1,49,81,0.0
1,50,81,1.0
1,51,81,1.0
1,52,81,1.0
1,53,81,0.0
1,54,81,0.0
1,55,81,1.0
1,56,81,0.0
1,57,81,0.0
1,58,81,1.0
1,59,81,1.0
1,60,81,1.0
1,61,81,0.0
1,62,81,0.0
0,2,82,0.0
0,3,82,0.0
0,4,82,0.0
0,5,82,0.0
0,6,82,0.0
0,7,82,0.0
0,8,82,0.0
0,9,82,0.0
0,10,82,0.0
0,11,82,15.03722921
0,12,82,0.0
0,13,82,0.0
0,14,82,14.59334617
0,15,82,0.0
0,16,82,0.0
0,17,82,19.09796124
0,18,82,0.0
0,19,82,16.18859412
0,20,82,0.0
0,21,82,2.92128385
0,22,82,0.0
0,23,82,0.0
0,24,82,0.0
0,25,82,0.0
0,26,82,0.0
0,27,82,5.16550399
0,28,82,19.37298953
0,29,82,20.52112786
0,30,82,0.0
0,31,82,5.85875191
0,32,82,0.0
0,33,82,0.0
0,34,82,0.0
0,35,82,0.0
1,36,82,1.0
1,37,82,0.0
1,38,82,0.0
1,39,82,0.0
1,40,82,0.0
1,41,82,0.0
1,42,82,1.0
1,43,82,0.0
1,44,82,0.0
1,45,82,1.0
1,46,82,1.0
1,47,82,1.0
1,48,82,0.0
1,49,82,0.0
1,50,82,0.0
1,51,82,1.0
1,52,82,1.0
1,53,82,0.0
1,54,82,0.0
1,55,82,1.0
1,56,82,1.0
1,57,82,0.0
1,58,82,1.0
1,59,82,0.0
1,60,82,1.0
1,61,82,0.0
1,62,82,0.0
0,2,83,0.0
0,3,83,0.0
0,4,83,0.0
0,5,83,0.0
0,6,83,0.0
0,7,83,0.0
0,8,83,0.0
0,9,83,0.0
0,10,83,0.0
0,11,83,0.0
0,12,83,0.0
0,13,83,0.0
0,14,83,13.26666066
0,15,83,0.0
0,16,83,0.0
0,17,83,16.55167675
0,18,83,0.0
0,19,83,16.7442629
0,20,83,0.0
0,21,83,0.0
0,22,83,0.0
0,23,83,0.0
0,24,83,0.0
0,25,83,0.0
0,26,83,0.0
0,27,83,0.0
0,28,83,19.32385477
0,29,83,18.34453185
0,30,83,0.0
0,31,83,4.51910094
0,32,83,0.0
0,33,83,0.0
0,34,83,0.0
0,35,83,0.0
1,36,83,1.0
1,37,83,0.0
1,38,83,0.0
1,39,83,0.0
1,40,83,0.0
1,41,83,0.0
1,42,83,1.0
1,43,83,0.0
1,44,83,0.0
1,45,83,1.0
1,46,83,1.0
1,47,83,1.0
1,48,83,1.0
1,49,83,0.0
1,50,83,1.0
1,51,83,1.0
1,52,83,1.0
1,53,83,0.0
1,54,83,0.0
1,55,83,1.0
1,56,83,0.0
1,57,83,0.0
1,58,83,1.0
1,59,83,0.0
1,60,83,1.0
1,61,83,0.0
1,62,83,0.0
0,2,84,0.0
0,3,84,0.0
0,4,84,0.0
0,5,84,0.0
0,6,84,0.0
0,7,84,0.0
0,8,84,0.0
0,9,84,0.0
0,10,84,0.0
0,11,84,17.14197464
0,12,84,0.0
0,13,84,0.0
0,14,84,14.62922978
0,15,84,0.0
0,16,84,7.99110043
0,17,84,17.79086432
0,18,84,0.0
0,19,84,17.87265148
0,20,84,0.0
0,21,84,2.41531387
0,22,84,0.0
0,23,84,0.0
0,24,84,0.0
0,25,84,0.0
0,26,84,0.0
0,27,84,0.0
0,28,84,19.5238918
0,29,84,19.18218316
0,30,84,0.0
0,31,84,7.03058993
0,32,84,0.0
0,33,84,0.0
0,34,84,0.0
0,35,84,0.0
1,36,84,1.0
1,37,84,0.0
1,38,84,0.0
1,39,84,1.0
1,40,84,1.0
1,41,84,0.0
1,42,84,1.0
1,43,84,0.0
1,44,84,0.0
1,45,84,1.0
1,46,84,1.0
1,47,84,1.0
1,48,84,0.0
1,49,84,0.0
1,50,84,1.0
1,51,84,1.0
1,52,84,1.0
1,53,84,0.0
1,54,84,0.0
1,55,84,1.0
1,56,84,0.0
1,57,84,1.0
1,58,84,1.0
1,59,84,0.0
1,60,84,1.0
1,61,84,0.0
1,62,84,0.0
0,2,85,0.0
0,3,85,0.0
0,4,85,0.0
0,5,85,0.0
0,6,85,0.0
0,7,85,0.0
0,8,85,0.0
0,9,85,0.0
0,10,85,0.0
0,11,85,18.20653541
0,12,85,0.0
0,13,85,0.0
0,14,85,0.0
0,15,85,0.0
0,16,85,0.0
0,17,85,14.75471679
