Omics,Gene,Cell,Weight
0,17,122,16.63505573
0,18,122,0.0
0,19,122,23.42828192
0,20,122,0.0
0,21,122,0.0
0,22,122,0.0
0,23,122,0.0
0,24,122,0.0
0,25,122,0.0
0,26,122,0.0
0,27,122,7.03758735
0,28,122,18.42572059
0,29,122,17.13048892
0,30,122,0.0
0,31,122,6.89619214
0,32,122,0.0
0,33,122,0.0
0,34,122,0.0
0,35,122,0.0
1,36,122,1.0
1,37,122,1.0
1,38,122,0.0
1,39,122,0.0
1,40,122,1.0
1,41,122,1.0
1,42,122,1.0
1,43,122,1.0
1,44,122,1.0
1,45,122,1.0
1,46,122,1.0
1,47,122,1.0
1,48,122,0.0
1,49,122,0.0
1,50,122,1.0
1,51,122,1.0
1,52,122,0.0
1,53,122,0.0
1,54,122,0.0
1,55,122,1.0
1,56,122,0.0
1,57,122,0.0
1,58,122,1.0
1,59,122,0.0
1,60,122,0.0
1,61,122,1.0
1,62,122,1.0
0,2,123,0.0
0,3,123,0.0
0,4,123,0.0
0,5,123,0.0
0,6,123,0.0
0,7,123,0.0
0,8,123,0.0
0,9,123,0.0
0,10,123,0.0
0,11,123,11.08926076
0,12,123,20.49158951
0,13,123,16.70103048
0,14,123,0.0
0,15,123,0.0
0,16,123,0.0
0,17,123,17.24553933
0,18,123,0.0
0,19,123,22.27535349
0,20,123,0.0
0,21,123,6.10955786
0,22,123,0.0
0,23,123,0.0
0,24,123,0.0
0,25,123,0.0
0,26,123,9.59312188
0,27,123,9.69202079
0,28,123,19.40849064
0,29,123,18.16832408
0,30,123,0.0
0,31,123,7.84243976
0,32,123,0.0
0,33,123,0.0
0,34,123,0.0
0,35,123,0.0
1,36,123,1.0
1,37,123,1.0
1,38,123,0.0
1,39,123,0.0
1,40,123,1.0
1,41,123,0.0
1,42,123,1.0
1,43,123,0.0
1,44,123,0.0
1,45,123,1.0
1,46,123,1.0
1,47,123,1.0
1,48,123,0.0
1,49,123,0.0
1,50,123,1.0
1,51,123,1.0
1,52,123,1.0
1,53,123,0.0
1,54,123,0.0
1,55,123,1.0
1,56,123,1.0
1,57,123,0.0
1,58,123,1.0
1,59,123,0.0
1,60,123,1.0
1,61,123,1.0
1,62,123,0.0
0,2,124,0.0
0,3,124,0.0
0,4,124,0.0
0,5,124,0.0
0,6,124,0.0
0,7,124,0.0
0,8,124,0.0
0,9,124,0.0
0,10,124,0.0
0,11,124,16.32072204
0,12,124,19.7702204
0,13,124,13.33208259
0,14,124,0.0
0,15,124,0.0
0,16,124,0.0
0,17,124,14.44989288
0,18,124,0.0
0,19,124,23.20610865
0,20,124,5.57303877
0,21,124,0.0
0,22,124,0.0
0,23,124,0.0
0,24,124,0.0
0,25,124,7.42223782
0,26,124,0.0
0,27,124,5.03441569
0,28,124,17.29967168
0,29,124,18.89098973
0,30,124,0.0
0,31,124,0.0
0,32,124,7.36413026
0,33,124,0.0
0,34,124,0.0
0,35,124,0.0
1,36,124,1.0
1,37,124,1.0
1,38,124,0.0
1,39,124,0.0
1,40,124,1.0
1,41,124,0.0
1,42,124,1.0
1,43,124,0.0
1,44,124,0.0
1,45,124,1.0
1,46,124,1.0
1,47,124,1.0
1,48,124,0.0
1,49,124,0.0
1,50,124,1.0
1,51,124,1.0
1,52,124,1.0
1,53,124,1.0
1,54,124,0.0
1,55,124,1.0
1,56,124,0.0
1,57,124,0.0
1,58,124,1.0
1,59,124,0.0
1,60,124,0.0
1,61,124,0.0
1,62,124,0.0
0,2,125,0.0
0,3,125,0.0
0,4,125,0.0
0,5,125,0.0
0,6,125,0.0
0,7,125,0.0
0,8,125,0.0
0,9,125,0.0
0,10,125,0.0
0,11,125,0.0
0,12,125,0.0
0,13,125,11.76701564
0,14,125,0.0
0,15,125,0.0
0,16,125,0.0
0,17,125,0.0
0,18,125,0.0
0,19,125,21.85039151
0,20,125,0.0
0,21,125,0.0
0,22,125,0.0
0,23,125,0.0
0,24,125,0.0
0,25,125,0.0
0,26,125,0.0
0,27,125,0.0
0,28,125,14.59263185
0,29,125,0.0
0,30,125,0.0
0,31,125,0.0
0,32,125,0.0
0,33,125,0.0
0,34,125,0.0
0,35,125,0.0
1,36,125,1.0
1,37,125,1.0
1,38,125,0.0
1,39,125,0.0
1,40,125,0.0
1,41,125,0.0
1,42,125,1.0
1,43,125,0.0
1,44,125,0.0
1,45,125,1.0
1,46,125,1.0
1,47,125,1.0
1,48,125,0.0
1,49,125,0.0
1,50,125,1.0
1,51,125,1.0
1,52,125,1.0
1,53,125,1.0
1,54,125,0.0
1,55,125,1.0
1,56,125,1.0
1,57,125,0.0
1,58,125,1.0
1,59,125,0.0
1,60,125,0.0
1,61,125,0.0
1,62,125,0.0
0,2,126,0.0
0,3,126,0.0
0,4,126,0.0
0,5,126,0.0
0,6,126,0.0
0,7,126,0.0
0,8,126,0.0
0,9,126,0.0
0,10,126,0.0
0,11,126,9.29890329
0,12,126,0.0
0,13,126,11.03251771
0,14,126,0.0
0,15,126,0.0
0,16,126,0.0
0,17,126,18.29607809
0,18,126,0.0
0,19,126,17.55980909
0,20,126,0.0
0,21,126,8.78685982
0,22,126,0.0
0,23,126,0.0
0,24,126,0.0
0,25,126,0.0
0,26,126,2.61730411
0,27,126,0.0
0,28,126,19.75466757
0,29,126,18.33947026
0,30,126,0.0
0,31,126,8.29235905
0,32,126,0.0
0,33,126,0.0
0,34,126,0.0
0,35,126,0.0
1,36,126,1.0
1,37,126,1.0
1,38,126,0.0
1,39,126,0.0
1,40,126,0.0
1,41,126,0.0
1,42,126,1.0
1,43,126,0.0
1,44,126,0.0
1,45,126,1.0
1,46,126,1.0
1,47,126,1.0
1,48,126,0.0
1,49,126,0.0
1,50,126,1.0
1,51,126,1.0
1,52,126,1.0
1,53,126,0.0
1,54,126,0.0
1,55,126,1.0
1,56,126,0.0
1,57,126,1.0
1,58,126,1.0
1,59,126,0.0
1,60,126,0.0
1,61,126,0.0
1,62,126,0.0
0,2,127,0.0
0,3,127,0.0
0,4,127,0.0
0,5,127,0.0
0,6,127,0.0
0,7,127,0.0
0,8,127,0.0
0,9,127,0.0
0,10,127,0.0
0,11,127,18.22404367
0,12,127,19.61605352
0,13,127,15.21616273
0,14,127,0.0
0,15,127,0.0
0,16,127,0.0
0,17,127,19.77031233
0,18,127,0.0
0,19,127,23.76331407
0,20,127,0.0
0,21,127,5.20627607
0,22,127,0.0
0,23,127,0.0
0,24,127,0.0
0,25,127,0.0
0,26,127,0.0
0,27,127,0.0
0,28,127,19.97476393
0,29,127,18.70737416
0,30,127,0.0
0,31,127,8.0448779
0,32,127,0.0
0,33,127,0.0
0,34,127,0.0
0,35,127,0.0
1,36,127,1.0
1,37,127,1.0
1,38,127,1.0
1,39,127,0.0
1,40,127,0.0
1,41,127,0.0
1,42,127,1.0
1,43,127,1.0
1,44,127,0.0
1,45,127,1.0
1,46,127,1.0
1,47,127,1.0
1,48,127,0.0
1,49,127,0.0
1,50,127,1.0
1,51,127,1.0
1,52,127,1.0
1,53,127,0.0
1,54,127,0.0
1,55,127,1.0
1,56,127,0.0
1,57,127,0.0
1,58,127,1.0
1,59,127,0.0
1,60,127,0.0
1,61,127,0.0
1,62,127,0.0
0,2,128,0.0
0,3,128,0.0
0,4,128,0.0
0,5,128,0.0
0,6,128,0.0
0,7,128,0.0
0,8,128,0.0
0,9,128,0.0
0,10,128,0.0
0,11,128,18.59089576
0,12,128,17.05766877
0,13,128,12.00165427
0,14,128,0.0
0,15,128,0.0
0,16,128,0.0
0,17,128,18.15185856
0,18,128,0.0
0,19,128,23.78449466
0,20,128,0.0
0,21,128,8.65702994
0,22,128,0.0
0,23,128,0.0
0,24,128,0.0
0,25,128,0.0
0,26,128,0.0
0,27,128,0.0
0,28,128,19.61764925
0,29,128,19.16278234
0,30,128,0.0
0,31,128,8.67596888
0,32,128,5.66868374
0,33,128,0.0
0,34,128,0.0
0,35,128,0.0
1,36,128,1.0
1,37,128,1.0
1,38,128,1.0
1,39,128,0.0
1,40,128,1.0
1,41,128,0.0
1,42,128,1.0
1,43,128,1.0
1,44,128,0.0
1,45,128,1.0
1,46,128,0.0
1,47,128,1.0
1,48,128,0.0
1,49,128,0.0
1,50,128,1.0
1,51,128,1.0
1,52,128,1.0
1,53,128,0.0
1,54,128,0.0
1,55,128,1.0
1,56,128,1.0
1,57,128,0.0
1,58,128,1.0
1,59,128,0.0
1,60,128,0.0
1,61,128,0.0
1,62,128,0.0
0,2,129,0.0
0,3,129,0.0
0,4,129,0.0
0,5,129,0.0
0,6,129,0.0
0,7,129,0.0
0,8,129,0.0
0,9,129,0.0
0,10,129,0.0
0,11,129,8.59881658
0,12,129,0.0
0,13,129,9.2989666
0,14,129,0.0
0,15,129,0.0
0,16,129,4.94396824
0,17,129,0.0
0,18,129,0.0
0,19,129,23.63093674
0,20,129,0.0
0,21,129,6.89607849
0,22,129,0.0
0,23,129,0.0
0,24,129,0.0
0,25,129,0.0
0,26,129,0.0
0,27,129,4.38336297
0,28,129,17.79181432
0,29,129,16.48477582
0,30,129,0.0
0,31,129,9.30299598
0,32,129,0.0
0,33,129,0.0
0,34,129,0.0
0,35,129,0.0
1,36,129,1.0
1,37,129,0.0
1,38,129,1.0
1,39,129,0.0
1,40,129,1.0
1,41,129,1.0
1,42,129,1.0
1,43,129,0.0
1,44,129,0.0
1,45,129,1.0
1,46,129,1.0
1,47,129,1.0
1,48,129,0.0
1,49,129,0.0
1,50,129,1.0
1,51,129,1.0
1,52,129,1.0
1,53,129,0.0
1,54,129,0.0
1,55,129,1.0
1,56,129,0.0
1,57,129,0.0
1,58,129,1.0
1,59,129,0.0
1,60,129,1.0
1,61,129,0.0
1,62,129,0.0
0,2,130,0.0
0,3,130,0.0
0,4,130,0.0
0,5,130,0.0
0,6,130,0.0
0,7,130,0.0
0,8,130,0.0
0,9,130,0.0
0,10,130,0.0
0,11,130,15.61712548
0,12,130,16.84176284
0,13,130,13.61599476
0,14,130,15.11098996
0,15,130,0.0
0,16,130,0.0
0,17,130,18.66330387
0,18,130,0.0
0,19,130,20.58994507
0,20,130,0.0
0,21,130,5.1951133
0,22,130,0.0
0,23,130,0.0
0,24,130,0.0
0,25,130,0.0
0,26,130,0.0
0,27,130,3.49752071
0,28,130,18.92122183
0,29,130,20.4426867
0,30,130,0.0
0,31,130,3.20425789
0,32,130,0.0
0,33,130,0.0
0,34,130,0.0
0,35,130,0.0
1,36,130,1.0
1,37,130,1.0
1,38,130,1.0
1,39,130,0.0
1,40,130,1.0
1,41,130,1.0
1,42,130,1.0
1,43,130,0.0
1,44,130,0.0
1,45,130,1.0
1,46,130,1.0
1,47,130,1.0
1,48,130,1.0
1,49,130,0.0
1,50,130,1.0
1,51,130,1.0
1,52,130,1.0
1,53,130,0.0
1,54,130,0.0
1,55,130,1.0
1,56,130,1.0
1,57,130,0.0
1,58,130,1.0
1,59,130,0.0
1,60,130,0.0
1,61,130,1.0
1,62,130,1.0
0,2,131,0.0
0,3,131,0.0
0,4,131,0.0
0,5,131,0.0
0,6,131,0.0
0,7,131,0.0
0,8,131,0.0
0,9,131,0.0
0,10,131,0.0
0,11,131,16.76616367
0,12,131,0.0
0,13,131,10.16273172
0,14,131,0.0
0,15,131,0.0
0,16,131,8.92183984
0,17,131,0.0
0,18,131,0.0
0,19,131,18.07187058
0,20,131,0.0
0,21,131,13.58370733
0,22,131,0.0
0,23,131,10.96773019
0,24,131,0.0
0,25,131,0.0
0,26,131,0.0
0,27,131,3.20620084
0,28,131,19.64991635
0,29,131,17.55934478
0,30,131,0.0
0,31,131,4.5522479
0,32,131,0.0
0,33,131,0.0
0,34,131,0.0
0,35,131,0.0
1,36,131,1.0
1,37,131,1.0
1,38,131,0.0
1,39,131,0.0
1,40,131,0.0
1,41,131,1.0
1,42,131,1.0
1,43,131,0.0
1,44,131,1.0
1,45,131,1.0
1,46,131,1.0
1,47,131,1.0
1,48,131,0.0
1,49,131,0.0
1,50,131,1.0
1,51,131,1.0
1,52,131,1.0
1,53,131,1.0
1,54,131,0.0
1,55,131,1.0
1,56,131,1.0
1,57,131,1.0
1,58,131,1.0
1,59,131,0.0
1,60,131,1.0
1,61,131,1.0
1,62,131,0.0
0,2,132,0.0
0,3,132,0.0
0,4,132,0.0
0,5,132,0.0
0,6,132,0.0
0,7,132,0.0
0,8,132,17.44525329
0,9,132,19.65776827
0,10,132,0.0
0,11,132,15.80771073
0,12,132,22.25505507
0,13,132,17.02202409
0,14,132,0.0
0,15,132,0.0
0,16,132,7.49579554
0,17,132,0.0
0,18,132,0.0
0,19,132,23.01798804
0,20,132,0.0
0,21,132,9.36281184
0,22,132,0.0
0,23,132,0.0
0,24,132,8.86996419
0,25,132,0.0
0,26,132,11.22989049
0,27,132,0.0
0,28,132,19.66874616
0,29,132,21.25062646
0,30,132,0.0
0,31,132,7.12546596
0,32,132,0.0
0,33,132,0.0
0,34,132,0.0
0,35,132,0.0
1,36,132,1.0
1,37,132,1.0
1,38,132,0.0
1,39,132,0.0
1,40,132,0.0
1,41,132,1.0
1,42,132,1.0
1,43,132,1.0
1,44,132,1.0
1,45,132,1.0
1,46,132,1.0
1,47,132,1.0
1,48,132,0.0
1,49,132,0.0
1,50,132,1.0
1,51,132,1.0
1,52,132,1.0
1,53,132,0.0
1,54,132,0.0
1,55,132,1.0
1,56,132,1.0
1,57,132,0.0
1,58,132,1.0
1,59,132,0.0
1,60,132,0.0
1,61,132,0.0
1,62,132,0.0
0,2,133,0.0
0,3,133,0.0
0,4,133,18.86562872
0,5,133,0.0
0,6,133,0.0
0,7,133,0.0
0,8,133,15.39775619
0,9,133,19.23326713
0,10,133,0.0
0,11,133,0.0
0,12,133,17.28844766
0,13,133,17.46969767
0,14,133,0.0
0,15,133,0.0
0,16,133,0.0
0,17,133,0.0
0,18,133,0.0
0,19,133,24.36697165
0,20,133,0.0
0,21,133,11.29125881
0,22,133,0.0
0,23,133,0.0
0,24,133,0.0
0,25,133,0.0
0,26,133,0.0
0,27,133,0.0
0,28,133,18.70055177
0,29,133,18.57051964
0,30,133,0.0
0,31,133,0.0
0,32,133,0.0
0,33,133,0.0
0,34,133,0.0
0,35,133,0.0
1,36,133,1.0
1,37,133,1.0
1,38,133,0.0
1,39,133,0.0
1,40,133,0.0
1,41,133,1.0
1,42,133,1.0
1,43,133,0.0
1,44,133,1.0
1,45,133,1.0
1,46,133,1.0
1,47,133,1.0
1,48,133,0.0
1,49,133,0.0
1,50,133,1.0
1,51,133,1.0
1,52,133,1.0
1,53,133,0.0
1,54,133,0.0
1,55,133,1.0
1,56,133,0.0
1,57,133,0.0
1,58,133,1.0
1,59,133,0.0
1,60,133,0.0
1,61,133,0.0
1,62,133,0.0
0,2,134,0.0
0,3,134,0.0
0,4,134,0.0
0,5,134,0.0
0,6,134,0.0
0,7,134,0.0
0,8,134,15.87315146
0,9,134,0.0
0,10,134,0.0
0,11,134,0.0
0,12,134,0.0
0,13,134,14.07447992
0,14,134,0.0
0,15,134,0.0
0,16,134,0.0
0,17,134,0.0
0,18,134,0.0
0,19,134,21.64743875
0,20,134,0.0
0,21,134,7.13548534
0,22,134,0.0
0,23,134,0.0
0,24,134,0.0
0,25,134,0.0
0,26,134,5.29209116
0,27,134,4.47653147
0,28,134,18.97618687
0,29,134,20.8501393
0,30,134,5.63578732
0,31,134,0.0
0,32,134,9.13742093
0,33,134,0.0
0,34,134,0.0
0,35,134,0.0
1,36,134,1.0
1,37,134,0.0
1,38,134,0.0
1,39,134,0.0
1,40,134,1.0
1,41,134,0.0
1,42,134,1.0
1,43,134,1.0
1,44,134,0.0
1,45,134,1.0
1,46,134,1.0
1,47,134,1.0
1,48,134,0.0
1,49,134,0.0
1,50,134,1.0
1,51,134,1.0
1,52,134,1.0
1,53,134,0.0
1,54,134,0.0
1,55,134,1.0
1,56,134,0.0
1,57,134,0.0
1,58,134,1.0
1,59,134,1.0
1,60,134,1.0
1,61,134,0.0
1,62,134,0.0
0,2,135,0.0
0,3,135,16.13179637
0,4,135,0.0
0,5,135,0.0
0,6,135,0.0
0,7,135,0.0
0,8,135,15.32578918
0,9,135,0.0
0,10,135,0.0
0,11,135,18.94711622
0,12,135,19.64359837
0,13,135,16.42451704
0,14,135,15.13021126
0,15,135,0.0
0,16,135,8.9144893
0,17,135,0.0
0,18,135,0.0
0,19,135,23.04711937
0,20,135,0.0
0,21,135,8.42355856
0,22,135,0.0
0,23,135,0.0
0,24,135,0.0
0,25,135,6.52396201
0,26,135,12.45192061
0,27,135,0.0
0,28,135,17.6433943
0,29,135,19.00413392
0,30,135,0.0
0,31,135,8.81039325
0,32,135,12.09899261
0,33,135,0.0
0,34,135,0.0
0,35,135,0.0
1,36,135,1.0
1,37,135,1.0
1,38,135,0.0
1,39,135,1.0
1,40,135,1.0
1,41,135,1.0
1,42,135,1.0
1,43,135,1.0
1,44,135,0.0
1,45,135,1.0
1,46,135,1.0
1,47,135,1.0
1,48,135,0.0
1,49,135,1.0
1,50,135,1.0
1,51,135,1.0
1,52,135,1.0
1,53,135,1.0
1,54,135,0.0
1,55,135,1.0
1,56,135,0.0
1,57,135,1.0
1,58,135,1.0
1,59,135,0.0
1,60,135,0.0
1,61,135,0.0
1,62,135,0.0
0,2,136,0.0
0,3,136,0.0
0,4,136,0.0
0,5,136,0.0
0,6,136,0.0
0,7,136,0.0
0,8,136,0.0
0,9,136,0.0
0,10,136,0.0
0,11,136,16.20406816
0,12,136,16.03214353
0,13,136,10.66740054
0,14,136,7.45945601
0,15,136,0.0
0,16,136,0.0
0,17,136,14.23155711
0,18,136,0.0
0,19,136,19.14644685
0,20,136,0.0
0,21,136,7.06737851
0,22,136,0.0
0,23,136,0.0
0,24,136,0.0
0,25,136,0.0
0,26,136,0.0
0,27,136,0.0
0,28,136,19.0445945
0,29,136,17.38382562
0,30,136,0.0
0,31,136,8.41852816
0,32,136,0.0
0,33,136,0.0
0,34,136,0.0
0,35,136,0.0
1,36,136,1.0
1,37,136,1.0
1,38,136,1.0
1,39,136,0.0
1,40,136,1.0
1,41,136,1.0
1,42,136,1.0
1,43,136,1.0
1,44,136,0.0
1,45,136,1.0
1,46,136,1.0
1,47,136,1.0
1,48,136,0.0
1,49,136,0.0
1,50,136,1.0
1,51,136,1.0
1,52,136,1.0
1,53,136,0.0
1,54,136,0.0
1,55,136,1.0
1,56,136,1.0
1,57,136,1.0
1,58,136,1.0
1,59,136,0.0
1,60,136,1.0
1,61,136,0.0
1,62,136,0.0
0,2,137,0.0
0,3,137,0.0
0,4,137,0.0
0,5,137,0.0
0,6,137,0.0
0,7,137,0.0
0,8,137,0.0
0,9,137,0.0
0,10,137,0.0
0,11,137,16.90232361
0,12,137,17.34341713
0,13,137,17.57402601
0,14,137,0.0
0,15,137,0.0
0,16,137,10.65956207
0,17,137,18.75886988
0,18,137,0.0
0,19,137,23.85575287
0,20,137,0.0
0,21,137,8.80283031
0,22,137,0.0
0,23,137,0.0
0,24,137,0.0
0,25,137,0.0
0,26,137,0.0
0,27,137,0.0
0,28,137,19.85214063
0,29,137,19.6712702
0,30,137,0.0
0,31,137,7.91237783
0,32,137,9.36691458
0,33,137,0.0
0,34,137,0.0
0,35,137,0.0
1,36,137,1.0
1,37,137,1.0
1,38,137,1.0
1,39,137,1.0
1,40,137,1.0
1,41,137,1.0
1,42,137,1.0
1,43,137,1.0
1,44,137,1.0
1,45,137,1.0
1,46,137,1.0
1,47,137,1.0
1,48,137,1.0
1,49,137,1.0
1,50,137,1.0
1,51,137,1.0
1,52,137,1.0
1,53,137,1.0
1,54,137,1.0
1,55,137,0.0
1,56,137,1.0
1,57,137,1.0
1,58,137,1.0
1,59,137,1.0
1,60,137,1.0
1,61,137,1.0
1,62,137,0.0
0,2,138,0.0
0,3,138,0.0
0,4,138,0.0
0,5,138,0.0
0,6,138,0.0
0,7,138,0.0
0,8,138,0.0
0,9,138,0.0
0,10,138,0.0
0,11,138,11.06524107
0,12,138,18.04693756
0,13,138,13.64524968
0,14,138,0.0
0,15,138,0.0
0,16,138,0.0
0,17,138,0.0
0,18,138,0.0
0,19,138,22.06673195
0,20,138,0.0
0,21,138,0.0
0,22,138,0.0
0,23,138,0.0
0,24,138,8.19408877
0,25,138,0.0
0,26,138,0.0
0,27,138,10.81419738
0,28,138,17.95249081
0,29,138,15.12133495
0,30,138,0.0
0,31,138,8.33465099
0,32,138,0.0
0,33,138,0.0
0,34,138,0.0
0,35,138,0.0
1,36,138,1.0
1,37,138,1.0
1,38,138,0.0
1,39,138,0.0
1,40,138,1.0
1,41,138,1.0
1,42,138,1.0
1,43,138,0.0
1,44,138,0.0
1,45,138,1.0
1,46,138,1.0
1,47,138,0.0
1,48,138,0.0
1,49,138,0.0
1,50,138,1.0
1,51,138,1.0
1,52,138,1.0
1,53,138,0.0
1,54,138,0.0
1,55,138,1.0
1,56,138,0.0
1,57,138,0.0
1,58,138,1.0
1,59,138,0.0
1,60,138,1.0
1,61,138,0.0
1,62,138,1.0
0,2,139,0.0
0,3,139,0.0
0,4,139,0.0
0,5,139,0.0
0,6,139,0.0
0,7,139,0.0
0,8,139,0.0
0,9,139,0.0
0,10,139,0.0
0,11,139,0.0
0,12,139,15.42956799
0,13,139,11.55664368
0,14,139,0.0
0,15,139,0.0
0,16,139,10.66776502
0,17,139,18.39227458
0,18,139,0.0
0,19,139,23.41661177
0,20,139,9.264767
0,21,139,5.61693694
0,22,139,0.0
0,23,139,0.0
0,24,139,7.82634218
0,25,139,0.0
0,26,139,0.0
0,27,139,0.0
0,28,139,16.48879109
0,29,139,7.09629765
0,30,139,0.0
0,31,139,8.37025116
0,32,139,0.0
0,33,139,0.0
0,34,139,0.0
0,35,139,0.0
1,36,139,1.0
1,37,139,1.0
1,38,139,0.0
1,39,139,1.0
1,40,139,0.0
1,41,139,0.0
1,42,139,1.0
1,43,139,1.0
1,44,139,0.0
1,45,139,1.0
1,46,139,1.0
1,47,139,1.0
1,48,139,0.0
1,49,139,1.0
1,50,139,1.0
1,51,139,1.0
1,52,139,1.0
1,53,139,0.0
1,54,139,0.0
1,55,139,1.0
1,56,139,0.0
1,57,139,0.0
1,58,139,1.0
1,59,139,0.0
1,60,139,0.0
1,61,139,0.0
1,62,139,0.0
0,2,140,0.0
0,3,140,0.0
0,4,140,0.0
0,5,140,0.0
0,6,140,0.0
0,7,140,0.0
0,8,140,0.0
0,9,140,0.0
0,10,140,0.0
0,11,140,0.0
0,12,140,15.80904854
0,13,140,14.21697331
0,14,140,0.0
0,15,140,0.0
0,16,140,0.0
0,17,140,18.80444333
0,18,140,0.0
0,19,140,23.03742825
0,20,140,0.0
0,21,140,0.0
0,22,140,0.0
0,23,140,0.0
0,24,140,0.0
0,25,140,0.0
0,26,140,0.0
0,27,140,6.91887395
0,28,140,7.76894142
0,29,140,15.77396265
0,30,140,0.0
0,31,140,6.3480493
0,32,140,0.0
0,33,140,0.0
0,34,140,0.0
0,35,140,0.0
1,36,140,1.0
1,37,140,0.0
1,38,140,0.0
1,39,140,0.0
1,40,140,0.0
1,41,140,1.0
1,42,140,1.0
1,43,140,1.0
1,44,140,0.0
1,45,140,1.0
1,46,140,1.0
1,47,140,1.0
1,48,140,0.0
1,49,140,0.0
1,50,140,1.0
1,51,140,1.0
1,52,140,1.0
1,53,140,0.0
1,54,140,0.0
1,55,140,1.0
1,56,140,0.0
1,57,140,0.0
1,58,140,1.0
1,59,140,0.0
1,60,140,1.0
1,61,140,0.0
1,62,140,0.0
0,2,141,0.0
0,3,141,0.0
0,4,141,0.0
0,5,141,0.0
0,6,141,0.0
0,7,141,0.0
0,8,141,0.0
0,9,141,0.0
0,10,141,0.0
0,11,141,14.87267793
0,12,141,15.65582531
0,13,141,14.01253448
0,14,141,0.0
0,15,141,0.0
0,16,141,0.0
0,17,141,16.92946916
0,18,141,0.0
0,19,141,22.80735764
0,20,141,0.0
0,21,141,0.0
0,22,141,0.0
0,23,141,0.0
0,24,141,0.0
0,25,141,0.0
0,26,141,6.70641145
0,27,141,0.0
0,28,141,0.0
0,29,141,0.0
0,30,141,0.0
0,31,141,6.72811645
0,32,141,0.0
0,33,141,0.0
0,34,141,0.0
0,35,141,0.0
1,36,141,1.0
1,37,141,0.0
1,38,141,0.0
1,39,141,0.0
1,40,141,0.0
1,41,141,1.0
1,42,141,1.0
1,43,141,0.0
1,44,141,0.0
1,45,141,1.0
1,46,141,1.0
1,47,141,1.0
1,48,141,0.0
1,49,141,0.0
1,50,141,1.0
1,51,141,1.0
1,52,141,1.0
1,53,141,0.0
1,54,141,0.0
1,55,141,1.0
1,56,141,0.0
1,57,141,0.0
1,58,141,1.0
1,59,141,0.0
1,60,141,0.0
1,61,141,0.0
1,62,141,0.0
0,2,142,0.0
0,3,142,0.0
0,4,142,0.0
0,5,142,0.0
0,6,142,0.0
0,7,142,0.0
0,8,142,0.0
0,9,142,0.0
0,10,142,0.0
0,11,142,15.06152024
0,12,142,17.69299033
0,13,142,13.90358142
0,14,142,0.0
0,15,142,0.0
0,16,142,0.0
0,17,142,17.04188634
0,18,142,0.0
0,19,142,23.10413444
0,20,142,0.0
0,21,142,7.25548555
0,22,142,0.0
0,23,142,0.0
0,24,142,0.0
0,25,142,0.0
0,26,142,0.0
0,27,142,0.0
0,28,142,14.0783746
0,29,142,0.0
0,30,142,0.0
0,31,142,5.68066819
0,32,142,0.0
0,33,142,0.0
0,34,142,0.0
0,35,142,0.0
1,36,142,1.0
1,37,142,1.0
1,38,142,1.0
1,39,142,0.0
1,40,142,0.0
1,41,142,0.0
1,42,142,1.0
1,43,142,1.0
1,44,142,0.0
1,45,142,1.0
1,46,142,1.0
1,47,142,1.0
1,48,142,0.0
1,49,142,0.0
1,50,142,1.0
1,51,142,1.0
1,52,142,1.0
1,53,142,0.0
1,54,142,0.0
1,55,142,1.0
1,56,142,1.0
1,57,142,0.0
1,58,142,1.0
1,59,142,0.0
1,60,142,0.0
1,61,142,0.0
1,62,142,0.0
0,2,143,0.0
0,3,143,0.0
0,4,143,0.0
0,5,143,0.0
0,6,143,0.0
0,7,143,0.0
0,8,143,0.0
0,9,143,0.0
0,10,143,0.0
0,11,143,13.40155726
0,12,143,16.53734247
0,13,143,13.58281686
0,14,143,0.0
0,15,143,0.0
0,16,143,0.0
0,17,143,17.63797141
0,18,143,0.0
0,19,143,21.54503359
0,20,143,0.0
0,21,143,0.0
0,22,143,0.0
0,23,143,0.0
0,24,143,7.35063143
0,25,143,0.0
0,26,143,4.8427382
0,27,143,5.50164273
0,28,143,16.57076074
0,29,143,14.36912602
0,30,143,0.0
0,31,143,7.33399156
0,32,143,0.0
0,33,143,0.0
0,34,143,0.0
0,35,143,0.0
1,36,143,1.0
1,37,143,0.0
1,38,143,0.0
1,39,143,0.0
1,40,143,0.0
1,41,143,0.0
1,42,143,1.0
1,43,143,0.0
1,44,143,0.0
1,45,143,1.0
1,46,143,1.0
1,47,143,1.0
1,48,143,0.0
1,49,143,0.0
1,50,143,1.0
1,51,143,1.0
1,52,143,1.0
1,53,143,0.0
1,54,143,0.0
1,55,143,1.0
1,56,143,0.0
1,57,143,1.0
1,58,143,1.0
1,59,143,0.0
1,60,143,0.0
1,61,143,0.0
1,62,143,1.0
0,2,144,0.0
0,3,144,0.0
0,4,144,0.0
0,5,144,0.0
0,6,144,0.0
0,7,144,0.0
0,8,144,0.0
0,9,144,0.0
0,10,144,0.0
0,11,144,15.04417429
0,12,144,19.38288418
0,13,144,12.91202047
0,14,144,0.0
0,15,144,0.0
0,16,144,0.0
0,17,144,19.12972711
0,18,144,0.0
0,19,144,24.59862154
0,20,144,4.69375196
0,21,144,6.57732897
0,22,144,0.0
0,23,144,0.0
0,24,144,0.0
0,25,144,0.0
0,26,144,0.0
0,27,144,6.48844832
0,28,144,17.21365607
